iter	RMSE
243	2.631347828
244	2.624161288
245	2.604865503
246	2.603137257
247	2.600899093
248	2.598516823
249	2.579347197
250	2.562071831
251	2.555445182
252	2.545324635
253	2.543194231
254	2.529175459
255	2.516178237
256	2.512406097
257	2.502420586
258	2.48975636
259	2.483404365
260	2.471376205
261	2.469341534
262	2.467341038
263	2.463815476
264	2.457807511
265	2.451406153
266	2.439079966
267	2.436870982
268	2.434729746
269	2.429188379
270	2.426811317
271	2.416684775
272	2.414735515
273	2.400237606
274	2.394750026
275	2.38078699
276	2.375464643
277	2.37025694
278	2.365109962
279	2.360057398
280	2.358260956
281	2.347212388
282	2.333506236
283	2.330570978
284	2.323319982
285	2.321517506
286	2.313768173
287	2.309041438
288	2.301551434
289	2.299109557
290	2.29457546
291	2.292944143
292	2.288237169
293	2.281087601
294	2.27204931
295	2.265588818
296	2.255786903
297	2.246750227
298	2.234428804
299	2.229856117
300	2.225479324
301	2.211290649
302	2.206541998
303	2.202325428
304	2.200954313
305	2.192957619
306	2.182896063
307	2.18152618
308	2.171111781
309	2.161387099
310	2.153021701
311	2.14896726
312	2.146502052
313	2.139976429
314	2.138069575
315	2.128699758
316	2.124002956
317	2.11277364
318	2.108194809
319	2.099199452
320	2.090955485
321	2.08469086
322	2.078579045
323	2.073841372
324	2.063141372
325	2.06167247
326	2.055790359
327	2.054356537
328	2.052396047
329	2.043650356
330	2.039890798
331	2.034010362
332	2.025696655
333	2.022199783
334	2.012086922
335	2.001403381
336	1.993148435
337	1.985311998
338	1.978854164
339	1.975191945
340	1.973336996
341	1.965713933
342	1.958083713
343	1.954505535
344	1.950503387
345	1.946865965
346	1.943363148
347	1.94218667
348	1.932177412
349	1.931028201
350	1.929913694
351	1.926682264
352	1.919043743
353	1.912044224
354	1.91096105
355	1.9099102
356	1.898064861
357	1.894431899
358	1.893422939
359	1.882067783
360	1.875089585
361	1.872038791
362	1.86709902
363	1.862332782
364	1.85942649
365	1.852596292
366	1.846381741
367	1.845392177
368	1.839228852
369	1.82890641
370	1.825486884
371	1.822277017
372	1.817436291
373	1.812932872
374	1.811268781
375	1.804136008
376	1.798341326
377	1.792402238
378	1.789176385
379	1.784502526
380	1.783349989
381	1.781583507
382	1.776342439
383	1.772582025
384	1.763706445
385	1.759426415
386	1.757896187
387	1.752765926
388	1.750029949
389	1.748580009
390	1.742384719
391	1.737012183
392	1.733047376
393	1.728089908
394	1.726021642
395	1.725199507
396	1.724401341
397	1.720446012
398	1.715915459
399	1.711737628
400	1.709023719
401	1.703614779
402	1.695285416
403	1.690483529
404	1.68554138
405	1.681331069
406	1.678634661
407	1.675417192
408	1.674085575
409	1.669077898
410	1.664396487
411	1.659872147
412	1.656834553
413	1.652710166
414	1.650294899
415	1.643259867
416	1.641601612
417	1.639139517
418	1.635138428
419	1.633906664
420	1.63271893
421	1.628110533
422	1.624217015
423	1.619113152
424	1.613853593
425	1.611962251
426	1.611196278
427	1.610454356
428	1.60670711
429	1.602934907
430	1.596373967
431	1.591348027
432	1.587762233
433	1.582813465
434	1.580499366
435	1.575861561
436	1.574021205
437	1.570532108
438	1.567088779
439	1.565268512
440	1.563201749
441	1.562377265
442	1.557884089
443	1.557085868
444	1.555032523
445	1.552324213
446	1.549473401
447	1.547774407
448	1.546994107
449	1.539919394
450	1.532602072
451	1.528475292
452	1.52413394
453	1.523149574
454	1.517730024
455	1.51432742
456	1.510197238
457	1.50550427
458	1.502988264
459	1.502267059
460	1.501563572
461	1.500878408
462	1.499496458
463	1.49434116
464	1.488931001
465	1.485725867
466	1.48503396
467	1.48194665
468	1.471216326
469	1.466148059
470	1.465484687
471	1.459606976
472	1.454793209
473	1.453445519
474	1.443423041
475	1.437891021
476	1.436602681
477	1.433432928
478	1.431573807
479	1.42923612
480	1.42472041
481	1.4229367
482	1.41872168
483	1.41454417
484	1.409111998
485	1.402786946
486	1.401079537
487	1.393763732
488	1.388691159
489	1.387035587
490	1.384095322
491	1.379735956
492	1.377646993
493	1.376548647
494	1.373541546
495	1.367804204
496	1.366338506
497	1.35947001
498	1.355742549
499	1.353417263
500	1.352375178
501	1.348721381
502	1.344727591
503	1.339213968
504	1.335424012
505	1.330215198
506	1.324804397
507	1.321065153
508	1.314859111
509	1.313878409
510	1.312424532
511	1.31148459
512	1.307498459
513	1.298900707
514	1.297523461
515	1.292619413
516	1.290344192
517	1.289015197
518	1.284080648
519	1.278526822
520	1.273855828
521	1.272167358
522	1.26768952
523	1.266877648
524	1.263242874
525	1.258183087
526	1.254534122
527	1.24846579
528	1.242973821
529	1.236800573
530	1.229544299
531	1.223848718
532	1.222704679
533	1.216288557
534	1.212562856
535	1.211455409
536	1.207672554
537	1.206930088
538	1.20586859
539	1.20419608
540	1.200636801
541	1.197218837
542	1.193744209
543	1.191192565
544	1.188646934
545	1.184995025
546	1.1784723
547	1.173916304
548	1.170977529
549	1.164720223
550	1.161489515
551	1.158348598
552	1.156783328
553	1.153411311
554	1.149037051
555	1.146106405
556	1.140270062
557	1.138992184
558	1.13350687
559	1.13034527
560	1.129693628
561	1.127414756
562	1.12589325
563	1.12279013
564	1.119268476
565	1.118640369
566	1.11340152
567	1.112791962
568	1.112197396
569	1.109125643
570	1.104045455
571	1.10346118
572	1.102083372
573	1.101516833
574	1.100124219
575	1.094535973
576	1.089597421
577	1.086722523
578	1.082730274
579	1.080659625
580	1.077997544
581	1.074820191
582	1.073560786
583	1.072584239
584	1.069122173
585	1.066957648
586	1.066015124
587	1.064102462
588	1.061474334
589	1.058230639
590	1.054670028
591	1.051367342
592	1.05059328
593	1.048107116
594	1.046322944
595	1.044326268
596	1.042001549
597	1.037235396
598	1.033912025
599	1.031397074
600	1.029553948
601	1.02918994
602	1.026614393
603	1.023990006
604	1.022357871
605	1.019764453
606	1.017430026
607	1.014949082
608	1.012869388
609	1.011247574
610	1.00968456
611	1.007486539
612	1.004810984
613	1.000527714
614	0.9980360771
615	0.9948922004
616	0.9932315326
617	0.9884042084
618	0.9881751512
619	0.984556968
620	0.9801840889
621	0.9783051855
622	0.9780303607
623	0.9757427391
624	0.974534051
625	0.9718147578
626	0.9688838591
627	0.9672569942
628	0.9639433681
629	0.9623553553
630	0.9582635758
631	0.9566743226
632	0.9534610234
633	0.952326742
634	0.9498036597
635	0.9480722487
636	0.9460595286
637	0.9438742658
638	0.9434405489
639	0.9421435923
640	0.941728556
641	0.9393713009
642	0.937358481
643	0.9357948624
644	0.9337279295
645	0.93176899
646	0.9302666317
647	0.929212451
648	0.9260402532
649	0.9250035674
650	0.9207751535
651	0.9188695643
652	0.9178690213
653	0.9165212855
654	0.9151717985
655	0.9136572124
656	0.9111206399
657	0.9091503016
658	0.9073552716
659	0.9064307552
660	0.9045392646
661	0.903388327
662	0.9020427222
663	0.9006164666
664	0.8977651694
665	0.8974711649
666	0.8962853867
667	0.8960028177
668	0.8946791781
669	0.8930222338
670	0.8918300638
671	0.8880363875
672	0.8853782014
673	0.8838380884
674	0.8824770997
675	0.8811886524
676	0.8795620262
677	0.8753233104
678	0.8750727276
679	0.8746550616
680	0.8736045934
681	0.8733633925
682	0.8719329148
683	0.8695285548
684	0.8677325203
685	0.865415417
686	0.864055184
687	0.8623693819
688	0.8606025298
689	0.860369914
690	0.8594850466
691	0.8572443873
692	0.8568279073
693	0.8555929547
694	0.8553582628
695	0.8517163437
696	0.8505695342
697	0.8497368553
698	0.8477795885
699	0.8464948795
700	0.844627413
701	0.8438307868
702	0.8420023693
703	0.8397058328
704	0.8382736568
705	0.8379152852
706	0.8367198612
707	0.8363270984
708	0.8344248853
709	0.8332513038
710	0.8315437418
711	0.8313296692
712	0.8296701602
713	0.8294711717
714	0.8280944746
715	0.8260875526
716	0.8243529455
717	0.8232276951
718	0.8225069068
719	0.8218904323
720	0.8211775367
721	0.8194709702
722	0.8171157973
723	0.815145684
724	0.8149909144
725	0.8130001985
726	0.8119202797
727	0.8094376653
728	0.8079632518
729	0.8067816712
730	0.8058404736
731	0.80406374
732	0.8039137403
733	0.8025493801
734	0.8024027543
735	0.8021289872
736	0.8012301612
737	0.7997305247
738	0.7988108079
739	0.7972102504
740	0.7957513654
741	0.7945036399
742	0.7908669282
743	0.7894573556
744	0.7868586861
745	0.7859539446
746	0.7841771199
747	0.782625335
748	0.7813954204
749	0.780313042
750	0.7788665605
751	0.7758006924
752	0.77359182
753	0.7729632985
754	0.7701585237
755	0.7695577249
756	0.7682881902
757	0.7673814379
758	0.7660553895
759	0.765434982
760	0.7645200511
761	0.7633783476
762	0.7624728503
763	0.7623060765
764	0.7614189378
765	0.7603111555
766	0.7594517656
767	0.7587065569
768	0.7585481091
769	0.7577020003
770	0.756878683
771	0.7558999412
772	0.7550972595
773	0.7525545211
774	0.7500407654
775	0.7492551324
776	0.7483395523
777	0.7481880479
778	0.7466345927
779	0.7453931007
780	0.744732042
781	0.7429318521
782	0.7408812225
783	0.739679031
784	0.7382206144
785	0.7374189373
786	0.7348979863
787	0.7335608815
788	0.7319202437
789	0.7306253937
790	0.7291701556
791	0.7279145211
792	0.7271950358
793	0.7270625261
794	0.7264224029
795	0.724725923
796	0.7227853016
797	0.7226271054
798	0.7219875915
799	0.7212067108
800	0.7196515178
801	0.7184127531
802	0.7174605451
803	0.7165282749
804	0.7146968152
805	0.7140735764
806	0.7128456485
807	0.7122091518
808	0.7115873483
809	0.7098353833
810	0.7073005919
811	0.7057531163
812	0.704192103
813	0.7035744637
814	0.7028700645
815	0.7022524553
816	0.7015680279
817	0.7007985443
818	0.6985858701
819	0.6977041141
820	0.6962090613
821	0.6956354958
822	0.6946568546
823	0.6938046775
824	0.6928271651
825	0.6911483241
826	0.6900593535
827	0.6888631386
828	0.6870378268
829	0.6859718226
830	0.6833223822
831	0.6824935251
832	0.6809635693
833	0.6803923943
834	0.6793952637
835	0.6778459653
836	0.6771808938
837	0.6764338521
838	0.6754925512
839	0.6734568238
840	0.672695283
841	0.6719841839
842	0.6710547211
843	0.6684435218
844	0.6662077538
845	0.665623782
846	0.6643828343
847	0.6638753197
848	0.6632997977
849	0.6628342069
850	0.6615568342
851	0.6607032842
852	0.6599932167
853	0.658650604
854	0.6577114054
855	0.6551880235
856	0.6532599945
857	0.6517106465
858	0.6492987318
859	0.6487101021
860	0.6474977419
861	0.6469891825
862	0.646443747
863	0.6457259678
864	0.6447411324
865	0.6424404319
866	0.6411860558
867	0.6405640395
868	0.6399124542
869	0.6389204675
870	0.6384900913
871	0.6382312938
872	0.6374237349
873	0.6366860837
874	0.6352377408
875	0.6347044597
876	0.6317537193
877	0.6296676541
878	0.62923059
879	0.627863053
880	0.6273472997
881	0.6261072681
882	0.6247374045
883	0.624290365
884	0.6234672051
885	0.6221395447
886	0.6215212269
887	0.6210978203
888	0.6191632893
889	0.6173060241
890	0.6164106682
891	0.6157230924
892	0.615053283
893	0.6133098317
894	0.6127749766
895	0.6115804032
896	0.6101444192
897	0.6095069127
898	0.6087111485
899	0.6085337421
900	0.6075771864
901	0.6059173562
902	0.6057423296
903	0.6051226555
904	0.6049525427
905	0.604491668
906	0.6023954161
907	0.6016650698
908	0.6006798019
909	0.5993477317
910	0.59732932
911	0.5963756484
912	0.5962109171
913	0.5956379488
914	0.5954776195
915	0.5950251468
916	0.5942330251
917	0.5940784827
918	0.593285501
919	0.593076565
920	0.5928748257
921	0.5920636037
922	0.5916359873
923	0.590412527
924	0.5884900808
925	0.5879340365
926	0.586026058
927	0.584758701
928	0.584156914
929	0.583899125
930	0.5825874568
931	0.5808335998
932	0.578491768
933	0.5779755148
934	0.5769512148
935	0.5763545565
936	0.5762116007
937	0.5760718925
938	0.5748384327
939	0.5728211145
940	0.5713942575
941	0.5708222654
942	0.5699798924
943	0.5695594323
944	0.5687152843
945	0.5679857383
946	0.5676124046
947	0.5673750156
948	0.56520434
949	0.5639510888
950	0.5622661883
951	0.5617709724
952	0.5612213598
953	0.5603896625
954	0.5594336829
955	0.5585881635
956	0.5580698153
957	0.5572887235
958	0.5570618429
959	0.55572778
960	0.5552138292
961	0.5543780372
962	0.5533700405
963	0.5530175825
964	0.5515775933
965	0.5498798524
966	0.5491528551
967	0.5487999651
968	0.5476276434
969	0.5466966305
970	0.5460623542
971	0.5453217719
972	0.5446829895
973	0.5439622482
974	0.5419198938
975	0.5400744534
976	0.5399319254
977	0.5397994224
978	0.5396297927
979	0.5381990443
980	0.5366378302
981	0.5362835532
982	0.5356719139
983	0.5353547925
984	0.5347048809
985	0.5339849331
986	0.5328163123
987	0.5320880953
988	0.5308240168
989	0.530069313
990	0.5295861755
991	0.5281063562
992	0.5270509524
993	0.52595514
994	0.5249924154
995	0.5236485504
996	0.5232165964
997	0.5216374193
998	0.520450021
999	0.5197021619
